0,Weapon,Name,Rating,Accuracy(%),Shot fired,Hits,Deaths,DMG_Get,Sex
1321,Gun,Olga,8.4,1.7,1028.0,17.0,17.0,147.0,Women
1322,Gun,Kuba_St.,181.5,22.5,2448.0,552.0,7.0,146.0,Men
1323,Rifle,Kuba_So.,132.9,23.1,4564.0,1053.0,32.0,385.0,Men
1324,Gun,Gabriel,127.5,14.3,5881.0,839.0,17.0,281.0,Men
1326,Gun,Filip,43.0,8.6,3291.0,284.0,19.0,257.0,Men
1327,Gun,Adam,29.2,21.3,2157.0,459.0,89.0,746.0,Men
1328,Gun,Tymek,19.7,6.2,5638.0,347.0,85.0,658.0,Men
1329,Rifle,Piotrek,16.5,12.1,1936.0,234.0,75.0,585.0,Men
1330,Gun,Franek,14.0,8.2,2228.0,182.0,47.0,505.0,Men
1331,Gun,Michał,9.9,9.9,1376.0,136.0,57.0,549.0,Men
1332,Gun,Ania,5.6,2.6,2310.0,60.0,40.0,377.0,Women
1334,Rifle,Artur,91.8,17.0,1750.0,298.0,7.0,144.0,Men
1335,Rifle,Marcin,72.9,14.4,1366.0,197.0,10.0,115.0,Men
1336,Gun,Marlena,21.2,13.8,978.0,135.0,25.0,270.0,Women
1338,Gun,Mariola,19.5,12.4,908.0,113.0,19.0,240.0,Women
1339,Rifle,Tomasz,84.9,25.6,2582.0,660.0,48.0,491.0,Men
1340,Rifle,Igor,58.7,18.9,1702.0,322.0,26.0,251.0,Men
1342,Rifle,Arek,36.1,12.2,1985.0,242.0,29.0,277.0,Men
1343,Rifle,Kubuś,27.6,15.7,1689.0,266.0,50.0,621.0,Men
1344,Rifle,Kacper,26.1,13.0,2338.0,305.0,52.0,489.0,Men
1348,Rifle,Adam,65.5,12.8,2666.0,341.0,17.0,217.0,Men
1349,Rifle,Dawid,62.1,19.1,1930.0,368.0,23.0,272.0,Men
1352,Rifle,Gaba,45.2,13.1,2655.0,348.0,37.0,323.0,Women
1354,Rifle,Michał,37.7,12.4,1998.0,248.0,25.0,273.0,Men
1356,Gun,Nina,36.2,11.3,1095.0,124.0,15.0,139.0,Women
1357,Gun,Maja_A.,29.3,15.6,1032.0,161.0,23.0,239.0,Women
1359,Rifle,Cezary,26.8,10.3,1792.0,184.0,23.0,275.0,Men
1361,Gun,Kornelia,14.8,7.4,1112.0,82.0,15.0,211.0,Women
1364,Gun,Maja_K.,3.4,2.7,703.0,19.0,14.0,195.0,Women
1372,Rifle,Adi,69.3,23.2,2996.0,694.0,66.0,578.0,Men
1373,Rifle,Jacek,61.5,24.3,1883.0,457.0,55.0,451.0,Men
1374,Rifle,Wojtek,55.5,22.5,2094.0,471.0,69.0,529.0,Men
1375,Gun,Albert,39.8,14.7,2739.0,404.0,60.0,545.0,Men
1376,Gun,Szymek,37.8,20.0,1844.0,369.0,64.0,544.0,Men
1377,Gun,Mateusz,33.4,14.5,1825.0,264.0,33.0,405.0,Men
1378,Gun,Damian,32.2,16.4,1697.0,279.0,38.0,431.0,Men
1379,Gun,Marcin,29.8,18.4,1408.0,259.0,58.0,485.0,Men
1380,Rifle,Piotrek,18.5,14.1,1471.0,207.0,72.0,609.0,Men
1381,Gun,Misiek,99.1,29.3,2441.0,714.0,33.0,380.0,Men
1382,Rifle,Przemek,66.0,32.9,2225.0,733.0,74.0,613.0,Men
1383,Rifle,Wojciech,65.5,15.7,4966.0,781.0,55.0,521.0,Men
1387,Gun,Aleksander,34.8,16.8,2683.0,452.0,70.0,577.0,Men
1391,Gun,Bartosz,138.5,30.1,3380.0,1019.0,35.0,392.0,Men
1392,Rifle,Adam,85.6,21.7,3021.0,657.0,27.0,366.0,Men
1393,Rifle,Paweł,75.6,15.5,3412.0,528.0,26.0,304.0,Men
1394,Gun,Patryk,70.5,14.3,4776.0,684.0,39.0,415.0,Men
1395,Gun,Kacper,69.1,17.0,3851.0,653.0,44.0,421.0,Men
1396,Gun,Maja,35.0,19.6,2172.0,425.0,52.0,563.0,Women
1397,Rifle,Szymon_K.,34.0,7.5,3608.0,272.0,25.0,306.0,Men
1398,Gun,Kamil,33.8,8.7,3847.0,333.0,38.0,385.0,Men
1399,Gun,Szymon_M.,32.5,9.0,2950.0,266.0,20.0,321.0,Men
1400,Gun,Weronika,26.8,6.7,2612.0,174.0,19.0,244.0,Women
1401,Gun,Amelia,24.7,13.0,2972.0,385.0,70.0,654.0,Women
1402,Gun,Aleksandra,24.6,8.9,4077.0,364.0,65.0,579.0,Women
1403,Gun,Dagmara,17.8,6.3,2942.0,184.0,33.0,386.0,Women
1404,Gun,Ala,11.2,9.8,1496.0,147.0,53.0,522.0,Women
1405,Gun,Martyna,10.3,2.8,3425.0,97.0,22.0,330.0,Women
1406,Gun,Dominik,59.5,20.9,1467.0,307.0,22.0,243.0,Men
1407,Gun,Artur,57.8,18.0,1938.0,348.0,29.0,272.0,Men
1408,Gun,Daria,55.7,16.4,1961.0,322.0,27.0,255.0,Women
1410,Rifle,Filip,55.0,16.0,1660.0,265.0,17.0,211.0,Men
1411,Gun,Aga,49.3,13.9,1694.0,236.0,22.0,203.0,Women
1412,Rifle,Karol,38.2,15.3,1088.0,166.0,18.0,188.0,Men
1414,Gun,Marta,33.4,15.3,1415.0,217.0,34.0,282.0,Women
1415,Gun,Marcin,32.6,12.4,1377.0,171.0,21.0,217.0,Men
1416,Gun,Seba,25.1,7.7,1957.0,150.0,25.0,229.0,Men
1417,Gun,Wojtek,21.7,8.3,1861.0,154.0,31.0,275.0,Men
